Sample_10_comp.tsv	## Virus	Name	Coverage
Sample_10_comp.tsv	109521840	Mycobacterium phage Pipefish	0.000344581868158341
Sample_10_comp.tsv	358356482	Yersinia phage phiR1-37	0.000319005326770367
Sample_10_comp.tsv	157310906	Corynebacterium phage P1201	0.00029528427823186
Sample_10_comp.tsv	157311135	Streptococcus phage P9	0.000273287237980589
Sample_10_comp.tsv	722142241	Idiomarinaceae phage Phi1M2-2	0.000252891816483373
Sample_10_comp.tsv	371496125	Planktothrix phage PaV-LD	0.000233984105547752
Sample_10_comp.tsv	176120924	Enterobacterio phage MS2	0.000216458104997279
Sample_10_comp.tsv	347750411	Burkholderia phage BcepIL02	0.000200215187124633
Sample_10_comp.tsv	508178111	Mycobacterium phage SiSi	0.000185163596497951
Sample_10_comp.tsv	565323596	Ralstonia phage RSM1	0.000171217982847229
Sample_10_comp.tsv	9632857	Pseudoalteromonas phage PM2	0.000158298964899886
Sample_10_comp.tsv	194303296	Mycobacterium phage Porky	0.000146332723168183
Sample_10_comp.tsv	331028054	Roseobacter phage RDJL Phi 1	0.000135250619816628
Sample_10_comp.tsv	423261416	Aeromonas phage CC2	0.000124988843855285
Sample_10_comp.tsv	66394870	Staphylococcus phage 85	0.000115488080015495
Sample_10_comp.tsv	195661200	Lactobacillus phage Lrm1	0.000106693199768289
Sample_10_comp.tsv	18249864	Enterobacteria phage phiP27	9.85529730432355e-05
Sample_10_comp.tsv	418489035	Haemophilus phage SuMu	9.10197992968693e-05
Sample_10_comp.tsv	170676276	Salmonella phage E1	8.40494566656454e-05
Sample_10_comp.tsv	169257155	Salmonella phage Fels-1	7.76008680188694e-05
Sample_10_comp.tsv	56693048	Lactobacillus phage LP65	7.16358828025603e-05
Sample_10_comp.tsv	168495103	Azospirillum phage Cd	6.61190736360391e-05
Sample_10_comp.tsv	118430724	Staphylococcus phage phiNM1	6.10175466894714e-05
Sample_10_comp.tsv	269838911	Pseudomonas phage phi2954 segment L	5.63007649328912e-05
Sample_10_comp.tsv	29165635	Streptococcus phage DT1	5.19403834056514e-05
Sample_10_comp.tsv	66391804	Aeromonas phage 31	4.79100957100109e-05
Sample_10_comp.tsv	725915949	Staphylococcus phage phiSa119	4.4185490983914e-05
Sample_10_comp.tsv	508178009	Pseudoalteromonas phage RIO-1	4.07439206561334e-05
Sample_10_comp.tsv	311993272	Acinetobacter phage Acj9	3.75643743320516e-05
Sample_10_comp.tsv	399529119	Staphylococcus phage vB_SepiS-phiIPLA7	3.46273642006116e-05
Sample_10_comp.tsv	557307672	Salmonella phage SETP13	3.19148173925666e-05
Sample_10_comp.tsv	508179584	Mycobacterium phage Dumbo	2.94099757572514e-05
Sample_10_comp.tsv	27311175	Vibrio phage VHML	2.70973025598408e-05
Sample_10_comp.tsv	460042372	Pelagibacter phage HTVC019P	2.49623956336089e-05
Sample_10_comp.tsv	281306659	Pseudomonas phage phi-2	2.29919065521708e-05
Sample_10_comp.tsv	472339167	Cyanophage S-RIM50 isolate RW_29_0704	2.11734654152281e-05
Sample_10_comp.tsv	148727181	Xanthomonas phage Xop411	1.9495610868049e-05
Sample_10_comp.tsv	9626133	Xanthomonas phage Cf1c	1.79477249999246e-05
Sample_10_comp.tsv	374531598	Pseudomonas phage Bf7	1.65199727902461e-05
Sample_10_comp.tsv	372450032	Rhodococcus phage REQ1	1.52032457927507e-05
Sample_10_comp.tsv	525972254	Mannheimia phage vB_MhS_1152AP2	1.39891097689823e-05
Sample_10_comp.tsv	530546568	Mycobacterium phage Redno2	1.2869756001187e-05
Sample_10_comp.tsv	414090494	Enterobacter phage IME11	1.18379560327995e-05
Sample_10_comp.tsv	428783345	Enterobacteria phage HK542	1.08870196014595e-05
Sample_10_comp.tsv	508178941	Streptomyces phage Sujidade	1.00107555451827e-05
Sample_10_comp.tsv	118725053	Staphylococcus phage phiNM3	9.20343547698749e-06
Sample_10_comp.tsv	392972653	Clostridium phage phiCPV4	8.45976003699435e-06
Sample_10_comp.tsv	418487627	Escherichia phage TL-2011b	7.77482754383931e-06
Sample_10_comp.tsv	543170620	Mycobacterium phage Makemake	7.14410487923019e-06
Sample_10_comp.tsv	429315958	Pseudomonas phage vB_PaeP_p2-10_Or1	6.56340045067548e-06
Sample_10_comp.tsv	62327519	Bacillus phage GIL16c	6.02883908788429e-06
Sample_10_comp.tsv	169936017	Enterobacteria phage Fels-2	5.53683873811546e-06
Sample_10_comp.tsv	83571714	Enterobacteria phage K1E	5.08408883489081e-06
Sample_10_comp.tsv	428781810	Enterobacteria phage mEp235	4.66753022302076e-06
Sample_10_comp.tsv	682123897	Vibrio phage ICP2_2013_A_Haiti	4.28433653086096e-06
Sample_10_comp.tsv	20330564	Pseudomonas phage phi-6 segment L	3.93189688816002e-06
Sample_10_comp.tsv	326782972	Prochlorococcus phage P-HM2	3.6077998948074e-06
Sample_10_comp.tsv	281416385	Streptococcus phage Abc2	3.30981875227613e-06
Sample_10_comp.tsv	560185957	Staphylococcus phage phiRS7	3.03589747560985e-06
Sample_10_comp.tsv	472342816	Cyanophage KBS-P-1A	2.78413810945332e-06
Sample_10_comp.tsv	192823901	Mycobacterium phage Jasper	2.55278887689769e-06
Sample_10_comp.tsv	422936608	Escherichia phage phiKT	2.34023319483092e-06
Sample_10_comp.tsv	33770508	Yersinia phage PY54	2.14497949407158e-06
Sample_10_comp.tsv	237651540	Roseophage DSS3P2	1.9656517868444e-06
Sample_10_comp.tsv	115304270	Lactococcus phage Q54	1.80098092814655e-06
Sample_10_comp.tsv	712913956	Salmonella phage 9NA	1.64979652127523e-06
Sample_10_comp.tsv	408905851	Bacillus phage Bastille	1.5110194212562e-06
Sample_10_comp.tsv	414087461	Cronobacter phage vB_CsaP_GAP52	1.38365479314703e-06
Sample_10_comp.tsv	9626510	Acholeplasma phage L2	1.26678568520286e-06
Sample_10_comp.tsv	712913234	Mesorhizobium phagevB_MloP_Lo5R7ANS	1.15956707970098e-06
Sample_10_comp.tsv	712912161	Lactobacillus phage Ld25A	1.06122038683774e-06
Sample_10_comp.tsv	77864625	Burkholderia phage Bcep176	9.71028349548969e-07
Sample_10_comp.tsv	89155211	Pseudomonas phage M6	8.88330329375946e-07
Sample_10_comp.tsv	725950134	Escherichia phage ECML-117	8.12517945613782e-07
Sample_10_comp.tsv	46358648	Enterobacteria phage ST104	7.43031041948102e-07
Sample_10_comp.tsv	538397808	Staphylococcus phage JS01	6.79353956619378e-07
Sample_10_comp.tsv	730984989	Escherichia phage Av-05	6.21012073860805e-07
Sample_10_comp.tsv	372217834	Cyanophage NATL2A-133	5.67568635943957e-07
Sample_10_comp.tsv	543171015	Mycobacterium phage Quink	5.18621796644604e-07
Sample_10_comp.tsv	557307421	Pseudomonas phage MPK6	4.73801898316305e-07
Sample_10_comp.tsv	242345571	Streptococcus phage M102	4.32768956038792e-07
Sample_10_comp.tsv	712913441	Shewanella sp. phage 1_4	3.95210333498204e-07
Sample_10_comp.tsv	326536409	Aeromonas phage 65	3.60838596362866e-07
Sample_10_comp.tsv	563398265	Pseudomonas phage CHA_P1	3.29389529947431e-07
Sample_10_comp.tsv	408905858	Bacillus phage B4	3.00620308914861e-07
Sample_10_comp.tsv	9634119	Bacteriophage HK022	2.74307807655024e-07
Sample_10_comp.tsv	189043152	Mycobacterium phage Brocalys	2.50247040805207e-07
Sample_10_comp.tsv	514231256	Prochlorococcus phage P-SSM3	2.28249724145837e-07
Sample_10_comp.tsv	48697258	Lactobacillus phage phiAT3	2.0814294681828e-07
Sample_10_comp.tsv	563397452	Enterobacteria phage 4MG	1.89767946474413e-07
Sample_10_comp.tsv	209447126	Stx2-converting phage 1717	1.72978979583332e-07
Sample_10_comp.tsv	49248521	Vibrio phage Vf33	1.57642279692237e-07
Sample_10_comp.tsv	48697070	Pseudomonas phage PaP2	1.43635096969348e-07
Sample_10_comp.tsv	526245010	Paenibacillus phage phiIBB_Pl23	1.30844812849476e-07
Sample_10_comp.tsv	157311189	Mycobacterium phage Tweety	1.19168124060219e-07
Sample_10_comp.tsv	238695156	Enterobacteria phage JS10	1.08510290731192e-07
Sample_10_comp.tsv	66395807	Staphylococcus phage EW	9.87844436825178e-08
Sample_10_comp.tsv	45686283	Enterobacteria phage T1	8.99109463541123e-08
Sample_10_comp.tsv	526177061	Cellulophaga phage phi18:1	8.18168071761841e-08
Sample_10_comp.tsv	189427193	Salmonella phage phiSG-JL2	7.44351384955956e-08
Sample_10_comp.tsv	167600373	Pseudomonas phage LUZ24	6.77046584641136e-08
Sample_10_comp.tsv	525972736	Salmonella phage FSL SP-076	6.15692325646918e-08
Sample_10_comp.tsv	239507361	Staphylococcus phage phiPVL-CN125	5.59774517022987e-08
Sample_10_comp.tsv	77020191	Bacillus phage Aurora	5.08822440178267e-08
Sample_10_comp.tsv	526177551	Cellulophaga phage phi38:1	4.62405177986033e-08
Sample_10_comp.tsv	134287335	Clostridium phage phiC2	4.20128330581887e-08
Sample_10_comp.tsv	291084859	Mycobacterium phage Ardmore	3.81630995426117e-08
Sample_10_comp.tsv	38707640	Enterobacteria phage Felix 01	3.46582990910336e-08
Sample_10_comp.tsv	363539522	Salmonella phage PVP-SE1	3.1468230437001e-08
Sample_10_comp.tsv	682122955	Enterobacteria phage EK99P-1	2.85652746828803e-08
Sample_10_comp.tsv	713322590	Enterobacteria phage RB27	2.59241798155944e-08
Sample_10_comp.tsv	428783279	Enterobacteria phage HK106	2.35218627572054e-08
Sample_10_comp.tsv	19548987	Enterobacteria phage SfV	2.13372275599267e-08
Sample_10_comp.tsv	238821317	Streptococcus phage PH10	1.93509984624979e-08
Sample_10_comp.tsv	111146921	Bacteriophage SPP1	1.75455666241388e-08
Sample_10_comp.tsv	508177514	Mycobacterium phage PattyP	1.59048494441104e-08
Sample_10_comp.tsv	9630125	Bacillus phage SPBc2	1.44141614597946e-08
Sample_10_comp.tsv	333798163	Synechococcus phage S-CRM01	1.30600958946693e-08
Sample_10_comp.tsv	372217712	Cyanophage 9515-10a	1.18304160000703e-08
Sample_10_comp.tsv	168229273	Streptococcus phage 858	1.07139554016449e-08
Sample_10_comp.tsv	304373555	Enterobacteria phage RB16	9.70052672330157e-09
Sample_10_comp.tsv	157325284	Listeria phage B054	8.78083781864675e-09
Sample_10_comp.tsv	48696682	Vibrio phage VP5	7.94641499270206e-09
Sample_10_comp.tsv	206600079	Mycobacterium phage Pacc40	7.18953264545675e-09
Sample_10_comp.tsv	9625366	Pseudomonas phage Pf1	6.50314881381821e-09
Sample_10_comp.tsv	109522776	Mycobacterium phage PBI1	5.88084613006767e-09
Sample_10_comp.tsv	560186020	Ralstonia phage RSK1 DNA	5.31677775326377e-09
Sample_10_comp.tsv	508178651	Mycobacterium phage Loser	4.80561786540472e-09
Sample_10_comp.tsv	403225042	Pseudomonas phage tf	4.34251635678518e-09
Sample_10_comp.tsv	13487801	Lactococcus phage Tuc2009	3.92305735507126e-09
Sample_10_comp.tsv	422937568	Aeromonas phage phiAS7	3.54322128036038e-09
Sample_10_comp.tsv	109392287	Mycobacterium phage Halo	3.19935013406764e-09
Sample_10_comp.tsv	109522567	Mycobacterium phage PLot	2.88811575305287e-09
Sample_10_comp.tsv	431810540	Helicobacter phage KHP30 DNA	2.60649078212488e-09
Sample_10_comp.tsv	530545699	Myobacteriophage Adzzy	2.35172213807164e-09
Sample_10_comp.tsv	157325365	Listeria phage P35	2.12130675680016e-09
Sample_10_comp.tsv	422937620	Vibrio phage pVp-1	1.91296943214617e-09
Sample_10_comp.tsv	29134936	Pseudomonas phage phiKZ	1.72464257054537e-09
Sample_10_comp.tsv	62327085	Lactobacillus phage phiJL-1	1.55444770014766e-09
Sample_10_comp.tsv	281199644	Escherichia phage D108	1.40067858619944e-09
Sample_10_comp.tsv	41179361	Bordetella phage BPP-1	1.26178581670536e-09
Sample_10_comp.tsv	570033450	Acinetobacter phage ZZ1	1.13636273359268e-09
Sample_10_comp.tsv	712912693	Rhizobium phage vB_RleM_PPF1	1.02313259491303e-09
Sample_10_comp.tsv	16798783	Listeria phage A118	9.20936863099378e-10
Sample_10_comp.tsv	48696638	Vibrio phage VP2	8.2872452301438e-10
Sample_10_comp.tsv	374531244	Pseudomonas phage phi297	7.45542341540443e-10
Sample_10_comp.tsv	422934783	Escherichia phage wV7	6.7052598782642e-10
Sample_10_comp.tsv	45597386	Lactococcus phage phiLC3	6.02891940072829e-10
Sample_10_comp.tsv	563398039	Pseudomonas phage phiIBB-PAA2	5.41930110953403e-10
Sample_10_comp.tsv	472341954	Synechococcus phage S-RIM2 R1_1999	4.86997129479524e-10
Sample_10_comp.tsv	530787714	Pseudomonas phage PaBG	4.37510222355835e-10
Sample_10_comp.tsv	228861315	Enterobacteria phage RB14	3.92941642687204e-10
Sample_10_comp.tsv	24371534	Enterobacteria phage ST64T	3.52813598313496e-10
Sample_10_comp.tsv	126011062	Streptococcus phage phi3396	3.16693636100922e-10
Sample_10_comp.tsv	239590011	Mycobacterium phage Angel	2.84190442236242e-10
Sample_10_comp.tsv	557307848	Salmonella phage SETP7	2.54950021979643e-10
Sample_10_comp.tsv	66395508	Staphylococcus phage 42e	2.28652225458604e-10
Sample_10_comp.tsv	197935853	Ralstonia phage RSB1	2.05007588951211e-10
Sample_10_comp.tsv	374671600	Bacteroides phage B124-14	1.83754463734369e-10
Sample_10_comp.tsv	22855204	Pseudomonas phage phi13 segment L	1.64656406979534e-10
Sample_10_comp.tsv	23505445	Salmonella phage ST64B	1.47499811383852e-10
Sample_10_comp.tsv	66396040	Staphylococcus phage 71	1.32091752244378e-10
Sample_10_comp.tsv	371496326	Vibrio phage SIO-2	1.18258032532592e-10
Sample_10_comp.tsv	29789895	Bacteriophage PSA	1.05841408219577e-10
Sample_10_comp.tsv	565323599	Enterobacteria phage SSL2009a	9.46999776519597e-11
Sample_10_comp.tsv	526244816	Lactococcus phage BM13	8.47057201967039e-11
Sample_10_comp.tsv	134288739	Burkholderia phage phiE202 chromosome	7.57431706701354e-11
Sample_10_comp.tsv	19387568	Spiroplasma phage 4	6.77082172530035e-11
Sample_10_comp.tsv	157325422	Listeria phage A006	6.05070116782762e-11
Sample_10_comp.tsv	563399370	Pseudomonas phage PAK_P4	5.40549814701013e-11
Sample_10_comp.tsv	514050763	Synechococcus phage S-CAM8 strain S-CAM8 06008BI06	4.82759349187519e-11
Sample_10_comp.tsv	712916126	Shewanella sp. phage 3_49	4.31012503045496e-11
Sample_10_comp.tsv	29565743	Staphylococcus phage phiP68	3.84691416402705e-11
Sample_10_comp.tsv	472339668	Rhodobacter phage RC1	3.43239938924387e-11
Sample_10_comp.tsv	525972166	Salmonella phage Jersey	3.0615761272711e-11
Sample_10_comp.tsv	422935057	Clostridium phage phiCP13O	2.72994227663536e-11
Sample_10_comp.tsv	109393216	Mycobacterium phage Catera	2.43344895902583e-11
Sample_10_comp.tsv	149882781	Microbacterium phage Min1	2.16845597523344e-11
Sample_10_comp.tsv	561133064	Staphylococcus phage S25-4 DNA	1.93169153213561e-11
Sample_10_comp.tsv	428782446	Enterobacteria phage vB_EcoS_Rogue1	1.72021584150578e-11
Sample_10_comp.tsv	682123018	Escherichia phage bV_EcoS_AHS24	1.53138822777435e-11
Sample_10_comp.tsv	479336577	Mycobacterium phage vB_MapS_FF47	1.36283741499462e-11
Sample_10_comp.tsv	219681259	Erwinia phage phiEa21-4	1.21243469345108e-11
Sample_10_comp.tsv	66395293	Staphylococcus phage 69	1.07826969384199e-11
Sample_10_comp.tsv	229604969	Lactococcus phage P087	9.58628522007067e-12
Sample_10_comp.tsv	460042095	Bacillus phage Curly	8.51974029966988e-12
Sample_10_comp.tsv	167832345	Halomonas phage phiHAP-1	7.56928019790206e-12
Sample_10_comp.tsv	238695587	Xanthomonas phage phiL7	6.72255195682582e-12
Sample_10_comp.tsv	194100514	Mycobacterium phage Nigel	5.96848696870498e-12
Sample_10_comp.tsv	327198122	Pseudomonas phage KPP10	5.29717059468032e-12
Sample_10_comp.tsv	428782085	Vibrio phage vB_VpaS_MAR10	4.69972469720412e-12
Sample_10_comp.tsv	472343459	Prochlorococcus phage P-GSP1	4.16820183924486e-12
Sample_10_comp.tsv	77020112	Flavobacterium phage 11b	3.69549002056964e-12
Sample_10_comp.tsv	472339117	Prochlorococcus phage P-SSP10	3.27522692797187e-12
Sample_10_comp.tsv	388570360	Escherichia phage bV_EcoS_AKFV33	2.90172277308919e-12
Sample_10_comp.tsv	460042888	Vibrio phage VvAW1	2.56989087932355e-12
Sample_10_comp.tsv	28876381	Streptococcus prophage 315.5	2.27518525913057e-12
Sample_10_comp.tsv	543171632	Propionibacterium phage PHL111M01	2.01354449531663e-12
Sample_10_comp.tsv	561133277	Staphylococcus phage S25-3 DNA	1.78134130563398e-12
Sample_10_comp.tsv	151266287	Actinomyces phage Av-1	1.57533722950425e-12
Sample_10_comp.tsv	371671060	Bacillus phage W.Ph.	1.39264192968098e-12
Sample_10_comp.tsv	389060373	Clostridium phage phiCP7R	1.2306766505884e-12
Sample_10_comp.tsv	330858525	Shigella phage Shfl2	1.08714141940613e-12
Sample_10_comp.tsv	90592637	Clostridium phage phi CD119	9.59985616126746e-13
Sample_10_comp.tsv	530546329	Mycobacterium phage Sneeze	8.47381575179162e-13
Sample_10_comp.tsv	294661411	Klebsiella phage KP34	7.47700914131889e-13
Sample_10_comp.tsv	713322875	Dickeya phage RC-2014	6.59493314785075e-13
Sample_10_comp.tsv	38639923	Aeromonas phage Aeh1	5.81467508916862e-13
Sample_10_comp.tsv	213163898	Stenotrophomonas phage S1	5.12474245331226e-13
Sample_10_comp.tsv	408905831	Streptomyces phage phiHau3	4.51491036900223e-13
Sample_10_comp.tsv	472341879	Sulfitobacter phage pCB2047-A	3.97608506221091e-13
Sample_10_comp.tsv	89888094	Enterobacteria phage ID18	3.50018166515975e-13
Sample_10_comp.tsv	219563197	Lactobacillus phage Lv-1	3.08001490668952e-13
Sample_10_comp.tsv	165970234	Salmonella phage BPS15Q2	2.70920135985339e-13
Sample_10_comp.tsv	326536103	Enterobacteria phage 285P	2.38207205520352e-13
Sample_10_comp.tsv	414090084	Stenotrophomonas phage IME15	2.09359438793326e-13
Sample_10_comp.tsv	190151415	Streptococcus phage PH15	1.83930235502323e-13
Sample_10_comp.tsv	356870600	Escherichia phage HK639	1.61523425593475e-13
Sample_10_comp.tsv	20330558	Pseudomonas phage phi-6 segment S	1.41787707820842e-13
Sample_10_comp.tsv	525971974	Salmonella phage FSL SP-031	1.24411686847584e-13
Sample_10_comp.tsv	514360972	Mycobacterium phage Leo	1.0911944607097e-13
Sample_10_comp.tsv	50058548	Mycoplasma phage phiMFV1	9.56665997775999e-14
Sample_10_comp.tsv	345461107	Salmonella phage 7-11	8.38367740195423e-14
Sample_10_comp.tsv	312281379	Prochlorococcus phage P-SSM2	7.3438470808772e-14
Sample_10_comp.tsv	52221121	Vibrio phage KSF-1phi	6.4302274912513e-14
Sample_10_comp.tsv	509139941	Mycobacterium phage CASbig	5.62783667465682e-14
Sample_10_comp.tsv	238801731	Enterobacteria phage WV8	4.92343086535209e-14
Sample_10_comp.tsv	472340572	Vibrio phage VBP47	4.30530752594132e-14
Sample_10_comp.tsv	126010846	Vibrio phage VP882	3.7631301663819e-14
Sample_10_comp.tsv	560186075	Burkholderia phage JG068	3.28777259681966e-14
Sample_10_comp.tsv	216905965	Bacillus phage TP21-L	2.87118051168412e-14
Sample_10_comp.tsv	203463359	Mycobacterium phage Solon	2.50624852414736e-14
Sample_10_comp.tsv	281416278	Klebsiella phage KP32	2.18671096896888e-14
Sample_10_comp.tsv	109392186	Mycobacterium phage Llij	1.90704497018325e-14
Sample_10_comp.tsv	194186868	Bacillus phage phi29	1.66238443009214e-14
Sample_10_comp.tsv	56692908	Pseudomonas phage F116	1.44844373944717e-14
Sample_10_comp.tsv	109289986	Aeromonas phage 25	1.26145013722766e-14
Sample_10_comp.tsv	204305660	Mycobacterium phage Cali	1.09808376353384e-14
Sample_10_comp.tsv	712915757	Acinetobacter phage vB_AbaM_Acibel004	9.55424552191947e-15
Sample_10_comp.tsv	422935762	Helicobacter phage 1961P	8.30905201927117e-15
Sample_10_comp.tsv	116221992	Stx2-converting phage 86	7.22269547507686e-15
Sample_10_comp.tsv	12657854	Mycobacterium phage Bxb1	6.27535726095148e-15
Sample_10_comp.tsv	428782376	Enterobacteria phage HK225	5.44963600042591e-15
Sample_10_comp.tsv	418489681	Salmonella phage RE-2010	4.7302595637772e-15
Sample_10_comp.tsv	39653674	Streptococcus prophage EJ-1	4.10383055909504e-15
Sample_10_comp.tsv	157311299	Enterobacteria phage Phi1	3.55860151962889e-15
Sample_10_comp.tsv	225626323	Pseudomonas phage phikF77	3.08427640760343e-15
Sample_10_comp.tsv	109521758	Mycobacterium phage Qyrzula	2.67183542959829e-15
Sample_10_comp.tsv	206599544	Mycobacterium phage Brujita	2.31338049299827e-15
Sample_10_comp.tsv	514051665	Mycobacterium phage BTCU-1	2.00199893118965e-15
Sample_10_comp.tsv	157102937	Staphylococcus phage tp310-2	1.73164339092711e-15
Sample_10_comp.tsv	327197998	Burkholderia phage KS5	1.49702601205448e-15
Sample_10_comp.tsv	148727082	Propionibacterium phage PA6	1.29352524060799e-15
Sample_10_comp.tsv	431810571	Erwinia phage phiEaH2	1.11710380402178e-15
Sample_10_comp.tsv	712915315	Yersinia phage vB_YenP_AP5	9.64236544167336e-16
Sample_10_comp.tsv	31343652	Methanothermobacter wolfeii prophage psiM100	8.31846952506563e-16
Sample_10_comp.tsv	358356445	Mycobacterium phage Giles	7.17251383710093e-16
Sample_10_comp.tsv	325170966	Vibrio phage ICP1	6.18110041464823e-16
Sample_10_comp.tsv	509140039	Clostridium phage vB_CpeS-CP51	5.32383934460674e-16
Sample_10_comp.tsv	408905857	Gokushovirinae GNX3R	4.58297093129339e-16
Sample_10_comp.tsv	514051256	Halorubrum phage CGphi46	3.94303419881743e-16
Sample_10_comp.tsv	28876316	Streptococcus prophage 315.4	3.39057618494449e-16
Sample_10_comp.tsv	712915603	Aeromonas phage pAh6-C	2.91389712946141e-16
Sample_10_comp.tsv	218457801	Pseudomonas phage SN	2.50282723312579e-16
Sample_10_comp.tsv	273809728	Streptococcus phage ALQ13.2	2.14853117103773e-16
Sample_10_comp.tsv	89885981	Sodalis phage phiSG1	1.84333699394998e-16
Sample_10_comp.tsv	514052000	Vibrio phage JA-1	1.58058644910166e-16
Sample_10_comp.tsv	282599392	Pseudomonas phage LUZ7	1.35450410438217e-16
Sample_10_comp.tsv	281416213	Enterococcus phage phiFL3A	1.16008297114633e-16
Sample_10_comp.tsv	372449904	Rhodococcus phage RER2	9.92984596385696e-17
Sample_10_comp.tsv	29028563	Staphylococcus phage 11	8.4945183829417e-17
Sample_10_comp.tsv	273809542	Aggregatibacter phage S1249	7.26232754177114e-17
Sample_10_comp.tsv	422936709	Clostridium phage phi24R	6.20514219373857e-17
Sample_10_comp.tsv	208429855	Clostridium phage 39-O	5.29864063267151e-17
Sample_10_comp.tsv	422935796	Staphylococcus phage SMSAP5	4.52180656094237e-17
